original_language,original_title,release_date,,runtime,runtime,tagline,vote_average,price;
en,A Kind of Loving,12/04/1962,,113,113,A kind of loving that knew no wrong until it was too late!,7.9,7.99;
en,The Last Run,07/07/1971,,95,95,In the tradition of Hemingway and Bogart.,7.6,7.99;
en,The Buccaneer,04/02/1938,,126,126,The greatest adventure romance in Cecil B De Mille's glorious gallery of screen triumphs!,8,7.99;
en,Hide-Out,24/08/1934,,81,81,Delightfully Produced By The Makers Of,7.8,7.99;
en,The Help,09/08/2011,,146,146,Change begins with a whisper.,7.9,7.99;
"en,Bill Cunningham New York,24/03/2010,,84,84,""He who seeks beauty, will find it."",7.9,7.99";
en,Vigilante,04/01/1983,,90,90,You're not safe anymore...,7.1,6.99;
"en,""Fat, Sick & Nearly Dead"",16/04/2010,,97,97,""FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health."",7.1,6.99";
en,Nightmare,19/04/1964,,83,83,THREE SHOCKING MURDERS...did she DREAM them? ...or DO them?,7.3,6.99;
en,The Avengers,25/04/2012,,143,143,Some assembly required.,7.4,6.99;
en,Warrior,09/09/2011,,140,140,Fight for Family,7.7,7.99;
en,The Artist,15/05/2011,,100,100,A Breath Of Fresh Vintage Air,7.3,6.99;
en,On the Double,19/05/1961,,92,92,You'll double up laughing when you see Mr. Fun On The Run!,7.5,7.99;
en,The Trap: What Happened to Our Dream of Freedom,11/03/2007,,180,180,Human beings will always betray you. You can only trust the numbers.,8.3,7.99;
"en,The Music Never Stopped,18/03/2011,,105,105,""No matter how lost you are, music can bring you home."",7.3,6.99";
en,Buck,17/06/2011,,89,89,There's no wisdom worth having that isn't hard won,7.7,7.99;
"en,Lemmy,15/03/2010,,116,116,""49% Motherf**ker, 51% Son Of A Bitch"",7.5,7.99";
en,The Killer Is Loose,02/03/1956,,73,73,He was no ordinary killer... She was no ordinary victim... This is no ordinary motion picture!,7.2,6.99;
en,TV Junkie,03/08/2006,,89,89,Making Real Life Isn't Easy,7.5,7.99;
en,How to Die in Oregon,01/01/2011,,107,107,Would You Want The Right To Choose When It's Your Time,7.8,7.99;
en,Hodejegerne,04/08/2011,,100,100,The hunt is on.,7.2,6.99;
en,Batman: Year One,27/09/2011,,64,64,A merciless crime turns a man into an outlaw.,7.1,6.99;
en,America before Columbus,22/11/2009,,91,91,National Geographic presents America Before Columbus,9,8.99;
en,Miss Representation,20/01/2011,,85,85,You can't be what you can't see,7.7,7.99;
"en,L'oro di Napoli,03/12/1954,,131,131,""A quartet of Neapolitan tales - four captivating stories - wry, delightful and dramatic with that special humor and temperament and that enduring zest for life that characterizes these volatile people..."",7.8,7.99";
en,Bone,01/07/1972,,95,95,Love Bone Before He Loves You,8.3,7.99;
en,WUSA,19/08/1970,,115,115,Love it or leave it.,7.4,6.99;
"en,Bandwagon,08/01/1996,,103,103,""Finally, a movie about a band."",7.5,7.99";
en,The Last Mountain,03/06/2011,,95,95,A Fight For Our Future,9,8.99;
en,From Beyond the Grave,23/02/1974,,97,97,Terror to delight worshippers of the Macabre.,7.1,6.99;
en,Weekend,22/09/2011,,96,96,A (sort of) love story between two guys over a cold weekend in October.,7.5,7.99;
en,Lifted,28/12/2006,,5,5,Failure is an option.,7.6,7.99;
en,The Dark Knight Rises,16/07/2012,,165,165,The Legend Ends,7.6,7.99;
en,Life in a Day,27/01/2011,,95,95,The story of one day on Earth.,7.3,6.99;
en,Macon County Line,01/01/1974,,89,89,They're on the bad side of the wrong man.,7.6,7.99;
en,The Girl with the Dragon Tattoo,14/12/2011,,158,158,Evil shall with evil be expelled.,7.2,6.99;
en,Kongo,01/10/1932,,86,86,A white man - brutal leader of the world's last stand of the outlaw criminal!,7.3,6.99;
en,Model Shop,11/02/1969,,95,95,Maybe Tomorrow. Maybe Never. Maybe.,8,7.99;
en,The Last Lions,11/02/2011,,88,88,The Most Powerful Force In Nature Is A Mother's Love,7.2,6.99;
"en,The Sea Gull,23/12/1968,,144,144,""The young are always young, foolish and totally out of step."",8.5,7.99";
en,You and Me,03/06/1938,,90,90,Every time she says 'I Love You'... she breaks the law!,8.4,7.99;
en,Thunder Soul,13/03/2010,,83,83,He gave them everything. Now it's time to give back.,8.4,7.99;
en,Dylan Moran: What It Is,23/11/2009,,76,76,Joyous. In a bitter sort of way,7.6,7.99;
en,Louis C.K.: Live at the Beacon Theater,10/12/2011,,62,62,Buy The Thing,8.1,7.99;
en,The Black Power Mixtape 1967-1975,09/09/2011,,100,100,A documentary in 9 chapters,7.7,7.99;
en,The City Dark,20/01/2012,,0,0,A search for night on a planet that never sleeps,8.7,8.99;
"en,Prayers for Bobby,27/02/2009,,88,88,""Before you echo """"amen"""" in your home and place of worship. Think. Think and remember a child is listening."",7.5,7.99";
en,Little Criminals,01/01/1995,,91,91,Mean Streets + Boys = Little Criminals,7.6,7.99;
en,Lumea vazuta de Ion B.,17/12/2009,,60,60,Fighter. Drunk. Visionary. Outsider. Artist. Homeless. Genius.,8.3,7.99;
en,A Very Potter Musical,09/04/2009,,166,166,The awesomeness begins,7.7,7.99;
en,The Civil War,23/09/1990,,680,680,It divided a country. It created a nation.,9.2,8.99;
en,Undefeated,13/03/2011,,113,113,Character will be revealed.,7.9,7.99;
en,The Take,01/05/1974,,91,91,Meet the brother with a badge... on the take!,8,7.99;
en,Listen to Your Heart,14/08/2010,,102,102,One song can change your life.,7.5,7.99;
en,Nothing Lasts Forever,06/09/1984,,82,82,You're Born. You Live. You Shop. You Die.,7.1,6.99;
en,Corman's World: Exploits of a Hollywood Rebel,21/01/2011,,95,95,Some men dream of conquering the world. Roger Corman created his own.,7.4,6.99;
en,Jiro Dreams of Sushi,11/06/2011,,82,82,Fall in love with your work,7.8,7.99;
en,The Big Night,13/11/1951,,75,75,Love! Hate! Murder!,7.4,6.99;
en,Louis Theroux: America's Most Hated Family in Crisis,03/04/2011,,60,60,Return to the Most Hated Church in America,7.5,7.99;
en,Rush: Beyond the Lighted Stage,29/06/2010,,107,107,The band you know. The story you don't.,8.2,7.99;
"en,Stand van de sterren,03/03/2011,,109,109,""One family, three generations, facing globalisation in Indonesia"",9,8.99";
en,Bully,23/04/2011,,92,92,It's time to take a stand.,7.2,6.99;
"en,""Good-bye, My Lady"",12/05/1956,,94,94,A PICTURE FOR THE WHOLE FAMILY TO ENJOY!,7.5,7.99";
"en,Hamlet,26/12/2009,,185,185,""To be, or not to be?"",7.3,6.99";
en,Bayaning 3rd World,16/02/2000,,93,93,Do you admire Rizal or you do not care?,8.5,7.99;
en,Red Dog,04/08/2011,,92,92,He's Been Everywhere Mate.,7.1,6.99;
"en,Big Boys Gone Bananas!*,19/11/2011,,90,90,""The true story about a Swedish filmmaker, a banana corporation, dirty tricks, lawsuits, manipulation and the price of free speech."",7.2,6.99";
en,Walking with Beasts,21/12/2001,,180,180,The end of the dinosaurs was only the beginning.,7.3,6.99;
en,Zig Zag,01/05/1970,,105,105,Getting in was easy.  Getting out was murder.,8.3,7.99;
en,Sound of Noise,25/12/2010,,102,102,The first musical cop movie,7.6,7.99;
en,Harriet Craig,02/11/1950,,90,90,What was Harriet Craig's lie?,7.3,6.99;
en,Moonrise Kingdom,16/05/2012,,94,94,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,7.6,7.99;
en,First Position,11/09/2011,,90,90,Six dancers. Five minutes on stage. One chance to make it.,7.9,7.99;
en,Presto,18/06/2008,,5,5,An Amazing Five Minutes Of Animated Fun,8,7.99;
en,One Man Band,21/06/2005,,4,4,Vibrant and Whimsical!,7.2,6.99;
en,A Map For Saturday,07/08/2007,,90,90,One Year Around The World,7.2,6.99;
en,Geri's Game,24/11/1997,,4,4,Sometimes you don't need more than one person to not feel alone,7.8,7.99;
"en,How Bruce Lee Changed the World,17/05/2009,,120,120,""The Hagiography of the Dragon, a Continuing Saga"",7.8,7.99";
en,Lonesome,20/06/1928,,69,69,With all the glamor and glitter of Coney Island that millions everywhere are always eager to see,7.9,7.99;
en,Prime Suspect 3,19/12/1993,,207,207,There's no discrimination in death.,7.1,6.99;
en,Searching for Sugar Man,30/06/2012,,85,85,Great Art Always Survives,7.9,7.99;
en,Paradise Lost 3: Purgatory,10/10/2011,,121,121,The complete inside story of the West Memphis Three.,7.6,7.99;
en,Pitch Perfect,28/09/2012,,112,112,Get pitch slapped.,7.3,6.99;
en,Ai Weiwei: Never Sorry,14/06/2012,,91,91,Can an artist change China?,7.1,6.99;
en,End of Watch,20/09/2012,,109,109,Every moment of your life they stand watch,7.2,6.99;
en,The Perks of Being a Wallflower,20/09/2012,,102,102,We are infinite.,7.7,7.99;
en,Shut Up and Play the Hits,22/01/2012,,105,105,The Very Loud Ending Of LCD Soundsystem,7.5,7.99;
"en,Présumé coupable,07/09/2011,,102,102,""For justice, there were no innocents."",7.1,6.99";
en,Urbanized,09/09/2011,,85,85,A documentary film by Gary Hustwit,7.4,6.99;
"en,Shottas,27/02/2002,,95,95,""Friendship, loyalty & greed."",7.4,6.99";
en,Side by Side,19/08/2012,,99,99,Can film survive our digital future?,7.1,6.99;
en,Argo,11/10/2012,,120,120,The movie was fake. The mission was real.,7.1,6.99;
en,The House I Live In,05/10/2012,,110,110,The war on drugs has never been about drugs.,7.5,7.99;
en,The Imposter,13/07/2012,,95,95,There are two sides to every lie.,7.4,6.99;
en,Wreck-It Ralph,01/11/2012,,108,108,The story of a regular guy just looking for a little wreck-ognition.,7.1,6.99;
en,Life of Pi,20/11/2012,,127,127,Believe The Unbelievable,7.2,6.99;
"en,Wake in Fright,21/07/1971,,114,114,""Have a drink, mate? Have a fight, mate? Have some dust and sweat, mate? There's nothing else out here."",7.6,7.99";
en,Brooklyn Castle,19/10/2012,,101,101,Imagine a school where the cool kids are the chess team. Welcome to I.S. 318,7.5,7.99;
"en,""Batman: The Dark Knight Returns, Part 1"",06/09/2012,,76,76,Old heroes never die. They just get darker.,7.7,7.99";
en,The Invisible War,20/01/2012,,93,93,The Battleground Is Your Barracks,7.4,6.99;
en,Rise of the Guardians,21/11/2012,,97,97,You better believe.,7.1,6.99;
"en,Paperman,02/11/2012,,7,7,""Delicate, charming and sweet."",8,7.99";
"en,Django Unchained,25/12/2012,,165,165,""Life, liberty and the pursuit of vengeance."",7.8,7.99";
"en,I Bought a Vampire Motorcycle,06/07/1990,,101,101,""Most motorcycles run on petrol, this one runs on blood!"",7.2,6.99";
en,Les Misérables,18/12/2012,,157,157,Fight. Dream. Hope. Love.,7.2,6.99;
en,The Bobo,28/09/1967,,105,105,The Bobo is that cunning matador who flees from the bulls so that he may chase the chicks!,8,7.99;
en,Kumaré,20/06/2012,,86,86,The true story of a false prophet,7.1,6.99;
en,Born to Be Wild,08/04/2011,,40,40,Born to be loved. Born to be free.,7.2,6.99;
en,Girl Walk // All Day,08/12/2011,,75,75,A music video of epic proportions.,7.1,6.99;
en,Just Ask My Children,10/09/2001,,91,91,A family torn apart by a system out of control,7.2,6.99;
en,Yesterday's Enemy,10/09/1959,,95,95,War Is Hell!,8.4,7.99;
en,Confessions of a Pop Performer,01/01/1975,,91,91,The dirty window cleaner finds out pop is just a racket,7.5,7.99;
"en,The Waiting Room,26/09/2012,,0,0,""One Hospital, Hundreds of stories"",7.2,6.99";
"en,""Batman: The Dark Knight Returns, Part 2"",18/01/2013,,78,78,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,7.9,7.99";
en,Careless Love,16/05/2012,,104,104,Sometimes you have to be two different people. What happens when they meet?,8,7.99;
en,Special When Lit,01/10/2009,,97,97,Rediscover a lost icon,7.4,6.99;
"en,Bonsái,02/09/2011,,95,95,""A story of love, books and plants."",7.3,6.99";
en,Up In Smoke,22/12/1957,,61,61,HOLY SMOKE! They're Raisin' The Devil!...and SATAN'S WAITIN' to take them BELOW!,8,7.99;
en,Jason Becker: Not Dead Yet,03/03/2012,,87,87,It's a much bigger reason than anybody out there knows why he's still here. But he's still here.,8.1,7.99;
en,Crossfire Hurricane,18/10/2012,,111,111,...The Rise Of The Stones...,7.4,6.99;
en,Punching the Clown,22/10/2010,,91,91,Comedy is often misunderstood.,7.5,7.99;
en,Hawking,10/12/2004,,90,90,The story of the search for the beginning of time.,7.1,6.99;
"en,Now Is Good,25/05/2012,,103,103,""Live every moment, love every minute"",7.3,6.99";
"en,PressPausePlay,01/03/2011,,88,88,""A Film about hope, fear and digital culture"",7.6,7.99";
en,Before Midnight,05/04/2013,,108,108,Everything's better with maturity.,7.3,6.99;
en,Which Way Home,31/01/2009,,90,90,They are the ones you never hear about – the invisible ones.,7.5,7.99;
en,Living in Emergency: Stories of Doctors Without Borders,29/08/2008,,93,93,Higher Stakes. Tougher Choices. Medicine like you've never seen it.,9,8.99;
"en,911 in Plane Site,01/01/2004,,52,52,""The truth is always the truth, a lie is always a lie, even if everyone believes it."",8,7.99";
en,Lenny Bruce: Swear to Tell the Truth,21/10/1998,,100,100,A documentary about the comic who invented controversy.,9.5,9.99;
en,The Legend of Sleepy Hollow,05/10/1949,,34,34,Bing and Walt ride herd on The Headless Horseman!,7.1,6.99;
en,Sound City,18/01/2013,,106,106,That board. That room. That is Sound City.,7.4,6.99;
en,Burn,01/11/2012,,86,86,One Year on the Front Lines of the Battle to Save Detroit,7.1,6.99;
en,The First Time,19/10/2012,,95,95,Nervous is normal.,7.1,6.99;
en,One Life,19/07/2011,,85,85,The journey of life continues,7.2,6.99;
en,One Lucky Elephant,08/06/2011,,84,84,A ten thousand pound love story,8,7.99;
en,Soupçons,01/06/2004,,360,360,Accident or cold-blooded murder?,7.9,7.99;
en,Never Sleep Again: The Elm Street Legacy,04/05/2010,,240,240,don't... fall... asleep.,8.2,7.99;
"en,The Taming of the Shrew,23/10/1980,,126,126,""The swaggering Petruchio, eager to wive it wealthily in Padua, agrees to marry the spitting hellcat, Katherine."",10,9.99";
en,The Bride Came C.O.D.,12/07/1941,,92,92,She Came Collect and his heart paid the freight . . . in the year's romantic explosion !,7.8,7.99;
"en,A Band Called Death,27/06/2013,,96,96,""This Band was Punk, before Punk was Punk"",7.1,6.99";
en,Justice League: Doom,28/02/2012,,77,77,The end of justice.,7.1,6.99;
"en,Going to Pieces: The Rise and Fall of the Slasher Film,13/10/2006,,88,88,""Every Evil, Every Nightmare, Together in One Film"",7.6,7.99";
en,Hungry for Change,01/01/2012,,89,89,Your health is in your hands,7.2,6.99;
en,The Great Gatsby,10/05/2013,,143,143,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,7.3,6.99;
en,Star Trek Into Darkness,05/05/2013,,132,132,Earth Will Fall,7.4,6.99;
en,Spine Tingler! The William Castle Story,08/11/2007,,82,82,He was just another movie director...until he found himself a gimmick.,8,7.99;
en,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,19/07/2000,,288,288,The ultimate Dogma movie before the birth of Dogma,9.5,9.99;
"en,Privilege,24/07/1967,,103,103,""The Raw, Shocking Movie Of A Pop Singer Who Makes It Big!"",7.3,6.99";
en,Last Days Here,29/04/2011,,91,91,In life there isn't always an encore,7.5,7.99;
en,Now You See Me,29/05/2013,,115,115,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,7.3,6.99;
en,The Way Way Back,06/06/2013,,103,103,We've all been there.,7.1,6.99;
en,Much Ado About Nothing,08/09/2012,,107,107,Shakespeare Knew How to Throw a Party,7.1,6.99;
en,Birders: The Central Park Effect,16/07/2012,,61,61,A film about birds and people.,8,7.99;
en,AM1200,03/10/2008,,39,39,Get ready for the live feed.,7.2,6.99;
en,La migliore offerta,01/01/2013,,124,124,A Master of Possession. A Crime of Obsession,7.7,7.99;
en,Dirty Wars,18/01/2013,,87,87,A secret army. A war without end. A journalist determined to uncover the truth.,7.1,6.99;
en,Sign 'o' the Times,20/11/1987,,84,84,If you go to only one concert this year... the Prince movie is the one!,7.3,6.99;
en,What Maisie Knew,02/05/2013,,93,93,Based on the novel by Henry James,7.4,6.99;
en,Woody Allen: A Documentary,20/11/2011,,192,192,Comedy is easy. Dying is hard.,7.5,7.99;
"en,Food Matters,08/10/2010,,74,74,""Prevent illness, reverse disease & maintain optimal health... naturally."",7.2,6.99";
en,Stuck in Love,09/09/2012,,97,97,A story about first loves and second chances.,7.3,6.99;
en,Fruitvale Station,25/07/2013,,85,85,Every step brings you closer to the edge,7.3,6.99;
en,Justice League: The Flashpoint Paradox,28/07/2013,,75,75,Fight the future.,7.3,6.99;
en,The Conjuring,18/07/2013,,112,112,Based on the true case files of the Warrens,7.4,6.99;
en,Gasland Part II,20/04/2013,,125,125,The issues have reached new depths.,7.5,7.99;
en,The Crash Reel,10/06/2013,,108,108,The mind has mountains,8,7.99;
en,Always Outnumbered,21/03/1998,,104,104,In every man's soul hides a hero.,7.2,6.99;
en,My Little Pony: Equestria Girls,15/06/2013,,72,72,The magic of friendship never changes.,7.1,6.99;
en,Miss You Can Do It,24/06/2013,,75,75,Big Dreams.  Little Wishes.  Major Triumphs.,8.5,7.99;
en,From One Second to the Next,07/08/2013,,34,34,It Can Wait,7.4,6.99;
en,Blackfish,07/06/2013,,83,83,Never capture what you can't control.,7.9,7.99;
en,Moving the Mountain,15/09/1994,,83,83,Moving the Mountain,8.5,7.99;
en,Four Horsemen,14/03/2012,,97,97,We Will Never Return to Business as Usual,7.2,6.99;
en,The Butler,16/08/2013,,132,132,One quiet voice can ignite a revolution.,7.2,6.99;
en,About Time,16/08/2013,,123,123,What if every moment in life came with a second chance?,7.8,7.99;
"en,Justice League: Crisis on Two Earths,23/02/2010,,75,75,""When Justice meets its match, worlds collide."",7.1,6.99";
en,A Ticklish Affair,18/08/1963,,88,88,It's more fun than marriage.,10,9.99;
en,The Immortals,05/10/1995,,98,98,It was a chance of a lifetime. If they lived that long.,7.8,7.99;
en,Family Band: The Cowsills Story,10/08/2011,,90,90,Talent and charm. Secrets and fear.,9,8.99;
en,TT3D: Closer to the Edge,22/04/2011,,104,104,Just because you're breathing doesn't mean you're alive.,8,7.99;
en,One Direction: This Is Us,28/08/2013,,92,92,A motion picture event.,8,7.99;
